"ZIPCODE","state","Total.population","TRI"
59338,"MT",0.0135,5.1609144933
59351,"MT",0.0165,5.7887519423
59222,"MT",0.0174,2.2628818134
59253,"MT",0.0138,2.3737059479
59263,"MT",0.1461,2.4131803468
59276,"MT",0.0018,3.507399008
59259,"MT",0.0379,3.9049299684
59315,"MT",0.0114,2.8986657315
59330,"MT",0.8535,4.6626635054
59339,"MT",0.016,3.2271320833
59711,"MT",0.8919,18.4451565072
59756,"MT",0.0389,0.8422960216
59313,"MT",0.2555,3.2877624722
59344,"MT",0.0346,3.8464242801
59354,"MT",0.0069,3.6860395702
59032,"MT",0.0362,4.2621681715
59418,"MT",0.0178,5.866176305
59424,"MT",0.0079,2.3505132533
59430,"MT",0.0394,6.994845208
59441,"MT",0.006,9.2342073529
59451,"MT",0.0233,6.0598431318
59457,"MT",0.928,9.6748934584
59464,"MT",0.0443,7.1784874574
59471,"MT",0.0267,4.9697074028
59489,"MT",0.0306,8.0049905618
59901,"MT",4.9792,12.0895637942
59911,"MT",0.7677,18.794570286
59912,"MT",1.411,13.6579572679
59913,"MT",0.0576,26.6841200955
59916,"MT",0.0076,33.2954864069
59919,"MT",0.0898,30.9847838129
59920,"MT",0.1936,17.6862738071
59922,"MT",0.2541,8.1756647969
59925,"MT",0.1393,14.3255741835
59926,"MT",0.0468,15.7013729977
59927,"MT",0.0318,15.5182350267
59928,"MT",0.0132,25.9263582575
59932,"MT",0.1606,12.4653445513
59936,"MT",0.0507,32.6399568923
59937,"MT",1.2752,13.3720724556
59714,"MT",1.9259,13.2220858963
59715,"MT",3.2666,17.2507021467
59716,"MT",0.2233,26.3884369345
59718,"MT",2.8037,14.7438616162
59730,"MT",0.2032,23.6056423261
59741,"MT",0.4207,4.8257764476
59752,"MT",0.3337,7.089812156
59758,"MT",0.2041,12.1323605296
59760,"MT",0.0315,7.0819915939
59058,"MT",0.0101,6.0941769673
59077,"MT",0.0089,4.721528122
59318,"MT",0.0082,7.8232978381
59322,"MT",0.0044,3.3564815458
59337,"MT",0.074,4.2254918045
59411,"MT",0.0444,8.4545205224
59417,"MT",0.8087,13.7751532086
59427,"MT",0.4506,3.1139280101
59434,"MT",0.0604,28.5264755036
59046,"MT",0.0398,4.2432834092
59074,"MT",0.0353,5.6807497566
59832,"MT",0.098,17.5857143912
59837,"MT",0.0407,12.2300952118
59858,"MT",0.1291,17.905197945
59501,"MT",1.2525,3.1915329653
59521,"MT",0.4063,7.6335669978
59525,"MT",0.0259,1.3195933685
59528,"MT",0.0163,1.3539314171
59530,"MT",0.0142,1.2144338582
59532,"MT",0.0168,1.4257464739
59540,"MT",0.0373,1.5203178746
59631,"MT",0.0233,18.7162640437
59632,"MT",0.2179,14.7907951284
59634,"MT",0.473,16.5769632362
59638,"MT",0.078,19.5742513893
59721,"MT",0.0563,11.2251787118
59759,"MT",0.342,13.3850106998
59447,"MT",0.0175,9.4137471309
59452,"MT",0.0545,10.8728402326
59462,"MT",0.0147,2.6522467522
59469,"MT",0.0156,12.319632216
59479,"MT",0.0841,14.3247550678
59821,"MT",0.2352,21.8761096343
59824,"MT",0.1635,4.1731866991
59855,"MT",0.1284,0.6637700535
59860,"MT",1.0271,9.9058941895
59863,"MT",0.0077,16.4744758432
59864,"MT",0.6567,15.2161598546
59865,"MT",0.3286,21.6237942412
59910,"MT",0.0505,10.2019274479
59914,"MT",0.0168,9.5980676544
59915,"MT",0.0567,14.0012510109
59929,"MT",0.0294,15.8555534056
59931,"MT",0.0257,5.2058542745
59410,"MT",0.0686,18.9595832718
59601,"MT",2.9453,17.0699068927
59602,"MT",2.538,15.7317115335
59633,"MT",0.027,20.2174818344
59635,"MT",0.755,6.3176958193
59636,"MT",0.001,4.3286407767
59639,"MT",0.1139,24.1154445117
59640,"MT",0.0114,20.4784192825
59648,"MT",0.0477,16.3851446679
59461,"MT",0.0028,1.5777818576
59522,"MT",0.1629,2.8089459193
59531,"MT",0.0344,1.8056083727
59545,"MT",0.0035,7.3033517449
59917,"MT",0.4313,20.7983836755
59918,"MT",0.0752,20.1700048311
59923,"MT",0.9608,23.4276115251
59930,"MT",0.0703,10.2678128985
59933,"MT",0.0075,9.9656674208
59934,"MT",0.0616,16.2888354482
59935,"MT",0.3388,24.1570082792
59214,"MT",0.0115,3.4669363961
59215,"MT",0.105,3.7470297948
59274,"MT",0.0285,3.0456149856
59710,"MT",0.0258,16.6110534357
59720,"MT",0.0282,14.6249071422
59729,"MT",0.2014,16.0117882967
59735,"MT",0.0381,17.2707362431
59740,"MT",0.0326,15.4622401206
59745,"MT",0.0137,13.0676160267
59747,"MT",0.0176,21.120748701
59749,"MT",0.1476,16.2418712082
59751,"MT",0.0278,13.8979413699
59754,"MT",0.0884,9.0689931538
59755,"MT",0.0238,18.5196186285
59053,"MT",0.0527,13.428610185
59642,"MT",0.002,7.1558916507
59645,"MT",0.1745,13.2910329378
59820,"MT",0.1293,31.9677474991
59830,"MT",0.0058,25.1810379761
59842,"MT",0.0108,29.4543961317
59866,"MT",0.1012,30.436928341
59867,"MT",0.0011,29.8199309204
59872,"MT",0.2245,32.099191031
59801,"MT",3.1218,0.6590464206
59802,"MT",1.9733,23.2488518944
59803,"MT",1.6668,25.0690036856
59804,"MT",0.7894,25.5880408022
59808,"MT",1.8611,12.6925386984
59823,"MT",0.1551,16.2844598575
59825,"MT",0.2478,31.3525698153
59826,"MT",0.0601,23.6708388109
59834,"MT",0.2054,20.8861685399
59846,"MT",0.1112,21.5052669446
59847,"MT",0.5394,26.4334156271
59851,"MT",0.0215,1.9536290323
59868,"MT",0.1609,12.4091762189
59054,"MT",0.0214,3.6483166191
59059,"MT",0.0152,6.5619314029
59072,"MT",0.4442,5.4890473079
59018,"MT",0.0562,9.9832306847
59020,"MT",0.0022,24.5610589311
59027,"MT",0.093,23.5804609955
59030,"MT",0.1627,23.9255717867
59047,"MT",1.1652,19.3649199695
59065,"MT",0.0048,24.1412294866
59081,"MT",9e-04,20.0436320755
59082,"MT",0.0082,1.1069078947
59086,"MT",0.0763,13.9952039992
59087,"MT",0.0438,4.8981996006
59261,"MT",0.0514,2.9915956966
59524,"MT",0.0834,3.4264438577
59537,"MT",0.0074,2.9865130853
59538,"MT",0.2969,3.3557474808
59544,"MT",0.02,3.079280768
59546,"MT",0.0048,8.7262274547
59416,"MT",0.0473,1.718520384
59425,"MT",0.3731,2.2113022661
59432,"MT",0.0094,3.8566458096
59448,"MT",0.0698,8.5988392974
59456,"MT",0.0333,2.9795999245
59486,"MT",0.1228,3.5223507798
59062,"MT",0.0062,6.6535656402
59314,"MT",0.0083,6.2714784829
59317,"MT",0.1198,6.3762584707
59343,"MT",0.0122,3.8633019226
59713,"MT",0.0175,14.5256652661
59722,"MT",0.5696,11.852359479
59728,"MT",0.0484,16.1107810719
59731,"MT",0.0124,14.3461916945
59733,"MT",0.0237,14.3219139388
59843,"MT",0.0317,14.8140299137
59854,"MT",0.0233,17.2903711108
59326,"MT",0.0319,4.1526984542
59349,"MT",0.0978,4.1770250407
59827,"MT",0.0365,23.7814552124
59828,"MT",0.5011,17.6476639136
59829,"MT",0.2275,30.6533760391
59833,"MT",0.5269,23.903902928
59840,"MT",1.3446,28.8523439299
59841,"MT",0.0999,10.5584319527
59870,"MT",1.0321,18.0395944089
59871,"MT",0.0222,24.196843685
59875,"MT",0.3708,27.8789481503
59217,"MT",0.0296,0.8259408602
59221,"MT",0.1702,3.3365085385
59243,"MT",0.0364,3.5290757372
59262,"MT",0.0714,3.6164293916
59270,"MT",0.8052,4.9517232702
59201,"MT",0.5232,2.9345038719
59212,"MT",0.0492,4.0236886147
59213,"MT",0.0693,2.5286247536
59218,"MT",0.093,3.7311085947
59226,"MT",0.0483,1.8367733303
59255,"MT",0.3666,2.6000070282
59003,"MT",0.1145,9.0954488272
59012,"MT",0.0239,9.5332364755
59039,"MT",0.0036,2.8773100254
59043,"MT",0.2964,10.8250379428
59312,"MT",0.0024,2.8100602254
59323,"MT",0.2315,5.6635129609
59327,"MT",0.3014,4.6391698775
59333,"MT",0.0016,2.2376474926
59347,"MT",0.0307,4.054553796
59831,"MT",0.0531,19.8194732745
59844,"MT",0.0752,29.0413507506
59845,"MT",0.1178,14.606086311
59848,"MT",0.0158,13.6806068602
59853,"MT",0.0759,33.5945527668
59856,"MT",0.0387,32.7213472397
59859,"MT",0.299,22.2258503052
59873,"MT",0.3667,28.77795302
59874,"MT",0.0959,27.3904875291
59211,"MT",0.0202,2.2387751933
59219,"MT",0.0186,1.6862498571
59242,"MT",0.0074,1.086454134
59247,"MT",0.0366,1.7264308855
59252,"MT",0.0128,3.1936947895
59254,"MT",0.2059,3.6341770127
59256,"MT",0.0095,2.2899242293
59257,"MT",0.0023,4.2536997377
59258,"MT",0.0111,2.622710566
59275,"MT",0.0291,2.2198433158
59701,"MT",3.3406,15.3047796041
59703,"MT",0.0073,7.3819742489
59727,"MT",0.0252,17.7340148266
59743,"MT",0.0123,16.7802275875
59748,"MT",0.0214,12.1321963155
59750,"MT",0.0313,11.7264913545
59001,"MT",0.1455,7.855039074
59019,"MT",0.4089,7.6709704466
59028,"MT",0.0503,21.3584851229
59061,"MT",0.0174,29.2669169238
59063,"MT",0.2062,6.0835244226
59067,"MT",0.0316,4.3049986616
59069,"MT",0.0477,10.1465986565
59011,"MT",0.3034,9.687533613
59033,"MT",0.0321,8.8716997737
59052,"MT",0.0164,28.8395914156
59055,"MT",0.0082,5.2137712531
59419,"MT",0.0147,2.292287189
59422,"MT",0.2462,12.0109095414
59433,"MT",0.0618,2.2884215359
59436,"MT",0.1901,2.9764035958
59467,"MT",0.0181,12.613752529
59468,"MT",0.0699,2.2978759587
59444,"MT",0.034,3.2101777979
59454,"MT",0.0193,1.8498617705
59466,"MT",0.0086,1.8953116372
59474,"MT",0.3779,2.2400032876
59482,"MT",0.0629,3.3013647958
59484,"MT",0.0156,6.908089739
59010,"MT",0.0116,7.3673265906
59038,"MT",0.065,5.0442927633
59076,"MT",0.0094,3.0623174294
59223,"MT",0.0321,4.3905660593
59225,"MT",0.0535,2.5357989004
59230,"MT",0.459,3.5614245857
59231,"MT",0.0454,0.8774774775
59240,"MT",0.0011,2.3530261348
59241,"MT",0.0461,3.3695243564
59244,"MT",0.0044,2.0610650838
59248,"MT",0.0625,2.2538604707
59250,"MT",0.0203,2.5522500336
59260,"MT",0.0109,2.4526305264
59036,"MT",0.1364,6.6702551117
59078,"MT",0.0105,3.8724231584
59085,"MT",0.0143,6.2767110652
59453,"MT",0.0297,6.4498530556
59353,"MT",0.0987,4.2094821074
59002,"MT",0.026,3.8276633375
59006,"MT",0.0748,3.7192574706
59015,"MT",0.0525,2.2644034611
59024,"MT",0.0488,4.4375392672
59037,"MT",0.1698,6.1277986805
59044,"MT",1.0538,5.9319276781
59057,"MT",0.0703,3.8466547893
59064,"MT",0.0101,4.8537521668
59079,"MT",0.3685,3.9082077662
59088,"MT",0.105,4.6670772572
59101,"MT",4.0234,6.1714777289
59102,"MT",4.7787,2.4941043985
59105,"MT",3.0829,3.8652427724
59106,"MT",1.4084,3.953928816
68901,"NE",2.6191,0.9468369079
68925,"NE",0.06,1.8568086592
68950,"NE",0.0357,1.417389167
68955,"NE",0.195,0.9259127337
68956,"NE",0.1281,0.7253804161
68973,"NE",0.0444,1.3489081771
68636,"NE",0.1052,1.9667225745
68720,"NE",0.024,1.2419583359
68726,"NE",0.0902,1.4769018942
68756,"NE",0.1945,1.987448641
68761,"NE",0.0445,2.8378186223
68764,"NE",0.0706,2.2844759772
68773,"NE",0.0184,2.4824527425
69121,"NE",0.0446,4.6513135243
69345,"NE",0.0504,3.3865027096
68821,"NE",0.0089,2.7618477406
68833,"NE",0.0469,2.7434928631
69157,"NE",0.002,2.0865898336
68620,"NE",0.2747,3.0902892224
68627,"NE",0.0598,3.5550145301
68652,"NE",0.0807,3.3616025535
68655,"NE",0.0159,3.0891326883
68660,"NE",0.123,3.0817797936
69301,"NE",1.0289,1.8801351794
69348,"NE",0.1419,2.4293524238
68719,"NE",0.0082,5.336226736
68722,"NE",0.059,3.3228170845
68746,"NE",0.0501,4.3530007586
68755,"NE",0.0271,3.1172531922
68777,"NE",0.0686,3.2889543971
69135,"NE",0.0112,2.5678933351
69210,"NE",0.2495,2.7267120814
69214,"NE",0.0256,2.7811459051
69217,"NE",0.0363,2.0896234645
68812,"NE",0.072,3.1306887136
68836,"NE",0.1576,1.6395186729
68840,"NE",0.2721,1.5489983951
68845,"NE",2.0971,2.0817703223
68847,"NE",1.6773,1.1419681492
68849,"NE",0.0318,2.255952381
68858,"NE",0.0302,3.4002894157
68861,"NE",0.0048,0.5289473684
68866,"NE",0.0824,3.0072290873
68869,"NE",0.2099,2.1977096486
68870,"NE",0.0426,2.4711765284
68876,"NE",0.1608,1.197155081
68019,"NE",0.0465,3.2253788946
68020,"NE",0.0756,3.8704921906
68038,"NE",0.1234,3.037143336
68045,"NE",0.1924,2.3427635628
68061,"NE",0.2373,2.5207018927
68001,"NE",0.0154,3.7700825826
68014,"NE",0.0314,3.6287606279
68036,"NE",0.0451,2.5964753273
68624,"NE",0.1181,0.7588245676
68626,"NE",0.0649,3.0119027563
68632,"NE",0.3988,2.0196375232
68635,"NE",0.04,3.0429427303
68658,"NE",0.0606,1.0015311804
68667,"NE",0.014,1.4143286573
68669,"NE",0.0368,1.3579098268
68016,"NE",0.0434,1.0906344411
68037,"NE",0.2038,3.7186337148
68048,"NE",1.2676,3.668532207
68058,"NE",0.0313,1.42265625
68304,"NE",0.0353,2.4740153698
68307,"NE",0.0393,2.9211620971
68347,"NE",0.2545,3.043723143
68349,"NE",0.1022,2.6372337303
68366,"NE",0.1284,2.1946266602
68403,"NE",0.0212,3.2303082192
68407,"NE",0.0683,2.7660881974
68409,"NE",0.0698,3.2977365555
68413,"NE",0.0577,3.5257389572
68455,"NE",0.0537,3.422934575
68463,"NE",0.1475,3.4568001041
68717,"NE",0.0195,3.0824918122
68727,"NE",0.0831,2.6660674939
68736,"NE",0.0707,2.9299192557
68739,"NE",0.271,3.2717995136
68745,"NE",0.1786,2.7827074001
68749,"NE",0.0043,2.2871260684
68771,"NE",0.1428,3.0849124036
68774,"NE",0.0302,2.6128239609
68792,"NE",0.0412,4.357070389
69023,"NE",0.0319,1.2154609288
69027,"NE",0.0093,2.326319797
69033,"NE",0.2607,1.623041621
69045,"NE",0.1181,3.1980955439
69201,"NE",0.3999,2.8123618324
69211,"NE",0.0359,3.5484838255
69212,"NE",0.0309,2.5568804946
69216,"NE",0.0149,2.6598281381
69218,"NE",0.0152,3.6314682989
69219,"NE",0.0095,4.0678918228
69220,"NE",0.0039,4.3276425679
69221,"NE",0.0193,2.1342703859
69131,"NE",0.0493,1.6970962127
69141,"NE",0.0306,1.1658754702
69149,"NE",0.0679,1.9647662347
69156,"NE",0.0687,3.1520101717
69162,"NE",0.7994,1.8457018759
68452,"NE",0.0098,0.7654646325
68933,"NE",0.0954,0.7392072352
68934,"NE",0.0077,2.2642108168
68935,"NE",0.0759,0.9869203382
68938,"NE",0.0503,1.1059790489
68941,"NE",0.0927,1.2661843299
68944,"NE",0.1156,1.0703781935
68954,"NE",0.0146,0.9879914688
68975,"NE",0.0164,0.7757761816
68979,"NE",0.2054,1.0645780372
68980,"NE",0.0388,0.9723678617
68629,"NE",0.1496,3.8002818326
68641,"NE",0.1028,3.6553766507
68643,"NE",0.1006,3.2288896854
68659,"NE",0.0149,1.6426726393
68661,"NE",0.705,1.615076392
68004,"NE",0.0837,2.6439593427
68716,"NE",0.0876,2.066133971
68788,"NE",0.4972,2.2821775022
68791,"NE",0.1865,2.5658812994
68813,"NE",0.0562,2.4769457307
68814,"NE",0.0979,4.5587355611
68822,"NE",0.4699,4.4956840606
68825,"NE",0.1141,4.4522570949
68828,"NE",0.0274,3.4100449457
68855,"NE",0.0461,4.267846003
68856,"NE",0.052,3.6349540655
68860,"NE",0.0242,4.5756418951
68874,"NE",0.0898,4.0393575253
68881,"NE",0.0083,3.829543544
69120,"NE",0.0935,3.133237325
68030,"NE",0.0767,3.6050037006
68731,"NE",0.3057,0.3283996169
68733,"NE",0.1267,3.5155840918
68741,"NE",0.0828,5.404956287
68743,"NE",0.073,4.3233577806
68776,"NE",1.4899,0.6579184021
69337,"NE",0.7438,4.2164895468
69339,"NE",0.1506,5.4739374297
69354,"NE",0.0137,3.3750121565
69367,"NE",0.0162,2.728027914
68834,"NE",0.0376,4.5888963233
68850,"NE",1.207,2.1327389777
68863,"NE",0.138,1.9854241785
68878,"NE",0.0444,4.0737606187
69029,"NE",0.0361,4.9141531447
69130,"NE",0.53,1.7008884685
69138,"NE",0.4442,2.8100289734
69171,"NE",0.0011,0.3622563718
69122,"NE",0.0745,1.9197211001
69129,"NE",0.1247,1.471937834
68710,"NE",0.0752,4.1991377216
68728,"NE",0.0234,2.3856186717
68732,"NE",0.0209,3.0461212945
68751,"NE",0.0111,5.1940789474
68757,"NE",0.0865,5.1688643745
68770,"NE",0.1606,4.7999704995
68784,"NE",0.2207,2.6071400488
68785,"NE",0.0214,5.5419144479
68025,"NE",3.0151,1.1275556345
68031,"NE",0.1748,2.0708856157
68044,"NE",0.0562,2.0739187061
68057,"NE",0.1589,1.7868006104
68063,"NE",0.03,3.3883928571
68072,"NE",0.0021,0.325
68621,"NE",0.0518,0.8711814501
68633,"NE",0.1243,3.1755442451
68649,"NE",0.1949,0.6674715854
68664,"NE",0.0357,1.2925257732
68007,"NE",0.7548,4.0660980185
68010,"NE",0.0914,2.9866071429
68022,"NE",1.7071,3.5674392513
68064,"NE",0.3121,0.5766985568
68069,"NE",0.2511,0.3238351474
68102,"NE",0.6108,2.0971052632
68104,"NE",3.5482,4.3917779898
68105,"NE",2.4726,3.9906840934
68106,"NE",2.0509,4.0442946058
68107,"NE",3.0648,4.3648648649
68108,"NE",1.5498,5.0291878173
68110,"NE",0.891,0.6435611038
68111,"NE",2.2558,3.7706677266
68112,"NE",1.1064,5.3037053802
68114,"NE",1.7569,3.9639267767
68116,"NE",2.6975,4.1879370629
68117,"NE",0.8249,3.1916133455
68118,"NE",0.926,4.1461157456
68122,"NE",1.0949,4.9391025641
68124,"NE",1.6136,4.2216617755
68127,"NE",2.2495,4.008490566
68130,"NE",1.9185,3.9360605249
68131,"NE",1.3551,4.0725469729
68132,"NE",1.4623,3.9414432177
68134,"NE",2.9838,4.3406862745
68135,"NE",2.574,3.93472718
68137,"NE",2.4952,3.4865826261
68142,"NE",0.2957,4.4396070551
68144,"NE",2.5496,3.8995372967
68152,"NE",0.5825,6.0937595014
68154,"NE",2.2657,3.775047259
68164,"NE",2.734,3.8994552619
68178,"NE",0.1434,4.5848214286
69021,"NE",0.1404,2.3048749119
69030,"NE",0.0309,1.9848913127
69037,"NE",0.007,3.8630615221
69041,"NE",0.013,2.1518054969
68351,"NE",0.0886,1.0518015953
68354,"NE",0.0794,0.9371622471
68361,"NE",0.243,0.8589036298
68365,"NE",0.0173,1.0310940911
68406,"NE",0.0551,1.3827772054
68416,"NE",0.0275,0.9468840512
68436,"NE",0.0577,0.7193123026
68444,"NE",0.0043,0.8864867017
68929,"NE",0.0223,3.7119133192
68932,"NE",0.0426,2.0802129328
68939,"NE",0.1145,3.0964065655
68947,"NE",0.0589,1.2988705474
68960,"NE",0.0242,3.1219121326
68972,"NE",0.0218,3.2339684322
68981,"NE",0.0313,1.6279326848
69025,"NE",0.119,4.4409446526
69028,"NE",0.068,3.7470201948
69038,"NE",0.0498,4.4044986414
69039,"NE",0.005,4.6656967145
69042,"NE",0.0064,4.0083324942
68922,"NE",0.1145,2.7733566152
68926,"NE",0.0898,3.1316636785
68936,"NE",0.0372,3.0217697817
68946,"NE",0.0053,3.0549322781
68948,"NE",0.0235,2.7264946736
68967,"NE",0.1197,2.8109826749
69022,"NE",0.1624,3.1242102888
69046,"NE",0.0177,2.9690139238
68301,"NE",0.1427,2.5767358215
68309,"NE",0.0092,2.1103117506
68310,"NE",1.4273,1.9709987844
68318,"NE",0.049,2.3986615044
68328,"NE",0.0423,2.3210805884
68331,"NE",0.1064,1.7716255351
68357,"NE",0.0366,2.2150319916
68381,"NE",0.0202,2.637743832
68415,"NE",0.0669,1.9086895221
68422,"NE",0.0536,2.1692345924
68458,"NE",0.0172,2.3839733262
68466,"NE",0.1751,2.4799913849
69147,"NE",0.0546,3.7995443769
69148,"NE",0.0168,2.8189391469
69154,"NE",0.1316,2.6167614769
68823,"NE",0.2217,2.470694054
68937,"NE",0.1711,3.8701964106
68976,"NE",0.0255,2.8137332872
69333,"NE",0.0195,5.3066845883
69350,"NE",0.0284,5.2981726413
69366,"NE",0.035,4.8015933803
68665,"NE",0.0915,2.692401979
68842,"NE",0.0606,3.4481854258
68875,"NE",0.0709,3.4202111838
68882,"NE",0.0438,4.7006964612
68801,"NE",3.0953,0.3170482989
68803,"NE",2.2818,0.4618613403
68810,"NE",0.1143,0.318109151
68824,"NE",0.1375,1.1922667403
68832,"NE",0.2079,0.7144470064
68883,"NE",0.2562,0.4219117287
68818,"NE",0.5317,1.0480639809
68841,"NE",0.068,1.1569761797
68843,"NE",0.0849,0.9483958992
68846,"NE",0.0386,1.092804699
68854,"NE",0.0857,1.1853110495
68865,"NE",0.0789,0.9857328894
68920,"NE",0.1339,2.7084302957
68966,"NE",0.0688,2.6360450997
68969,"NE",0.0058,2.3251385042
68971,"NE",0.0522,2.7907707201
68977,"NE",0.0334,2.9292429117
69032,"NE",0.0507,3.8774155431
69024,"NE",0.129,3.479277443
69040,"NE",0.0753,3.3516082343
69043,"NE",0.0442,3.1373615202
69044,"NE",0.0794,3.2424121053
68711,"NE",0.0192,1.4766596058
68713,"NE",0.2142,1.2934817419
68725,"NE",0.0445,0.6414010698
68734,"NE",0.0124,0.6603604373
68735,"NE",0.1058,0.9242203027
68742,"NE",0.0181,0.4912192275
68763,"NE",0.4849,1.3941277423
68766,"NE",0.0493,1.2395997783
68780,"NE",0.1064,1.1532237758
69152,"NE",0.0805,4.3927239401
68820,"NE",0.038,2.4950834784
68831,"NE",0.0714,1.3620558134
68835,"NE",0.0498,3.954605766
68838,"NE",0.0245,2.8059178048
68872,"NE",0.0956,0.783977359
68873,"NE",0.345,2.3988923235
68338,"NE",0.0405,1.8985442662
68342,"NE",0.0459,1.8237733955
68350,"NE",0.0258,3.0927970338
68352,"NE",0.5097,2.5786688823
68377,"NE",0.0407,1.8131748174
68424,"NE",0.0774,1.6926771782
68440,"NE",0.0118,3.1300827544
68329,"NE",0.0539,2.635282739
68332,"NE",0.0086,3.3465506511
68348,"NE",0.0271,3.2644404827
68443,"NE",0.1015,2.9112322536
68450,"NE",0.3283,3.1228666621
68924,"NE",0.1002,0.6120479303
68945,"NE",0.0422,0.834719631
68959,"NE",0.3902,0.8437226733
68982,"NE",0.0749,0.9314438793
69127,"NE",0.1087,2.8860685752
69144,"NE",0.0169,2.6471934816
69146,"NE",0.0281,2.7649728922
69153,"NE",0.5425,2.1538473631
69155,"NE",0.1071,2.5733541582
68753,"NE",0.0041,3.2780186211
68759,"NE",0.0288,1.796759298
68778,"NE",0.0532,2.9544724474
69128,"NE",0.0267,2.0783169263
69133,"NE",0.0503,1.7866149057
69145,"NE",0.3084,2.1054922303
68718,"NE",0.1726,3.7657377996
68724,"NE",0.0158,5.8876131563
68729,"NE",0.1846,2.6583428549
68730,"NE",0.1976,3.4240086136
68760,"NE",0.1381,5.2023963315
68783,"NE",0.0979,4.1707726945
68786,"NE",0.1069,2.5404688191
68789,"NE",0.0177,3.9373139535
68317,"NE",0.1564,2.8020072127
68336,"NE",0.0349,2.7560540541
68339,"NE",0.1191,3.3231045626
68358,"NE",0.1744,2.2930044863
68368,"NE",0.047,2.6745341432
68372,"NE",0.3293,2.5505558115
68402,"NE",0.1259,3.2928032225
68404,"NE",0.0988,2.5176402171
68419,"NE",0.0272,2.345890411
68428,"NE",0.1523,2.8703621567
68430,"NE",0.1377,2.472729457
68438,"NE",0.0133,1.9715909091
68461,"NE",0.0531,2.7327050901
68462,"NE",0.4229,1.7209149455
68502,"NE",2.5629,1.7201008646
68503,"NE",1.594,1.1768292683
68504,"NE",1.6736,1.1267048977
68505,"NE",1.613,2.4590443686
68506,"NE",2.8597,2.5071715433
68507,"NE",1.3771,1.2720740281
68508,"NE",1.5226,1.0216575716
68510,"NE",2.1189,2.3511904762
68512,"NE",1.2044,2.1377395979
68514,"NE",0.0217,2.973264166
68516,"NE",3.8898,2.8016581633
68517,"NE",0.0692,2.4492736645
68520,"NE",0.1229,2.6872108712
68521,"NE",3.3589,2.617773097
68522,"NE",1.2778,2.2697676689
68523,"NE",0.137,2.4037450723
68524,"NE",0.5974,2.2895580184
68526,"NE",0.5236,2.765530303
68527,"NE",0.0684,2.7382225322
68528,"NE",0.7158,2.1755731267
68531,"NE",0.0013,3.1115183246
68532,"NE",0.0815,3.1500120831
69101,"NE",2.9813,2.3321156155
69123,"NE",0.0824,3.8168031001
69132,"NE",0.0143,1.7143052175
69143,"NE",0.1285,1.8419638313
69151,"NE",0.0867,3.7583358569
69165,"NE",0.1924,2.5533451176
69169,"NE",0.0599,2.1020372899
69170,"NE",0.0389,3.9368195807
69163,"NE",0.0781,2.9551000929
68879,"NE",0.0388,2.7138261133
69167,"NE",0.0323,3.0931049512
68701,"NE",3.0496,1.7261765534
68715,"NE",0.1455,1.7224808324
68748,"NE",0.3376,2.4197703956
68752,"NE",0.0857,2.1840622246
68758,"NE",0.1042,3.3827745429
68781,"NE",0.1613,2.5787430766
68628,"NE",0.0853,0.665086978
68663,"NE",0.0736,0.3575310734
68816,"NE",0.0238,0.5148589657
68826,"NE",0.3894,0.390442202
68827,"NE",0.0589,0.2760622026
68864,"NE",0.1202,2.1608460808
69125,"NE",0.0432,2.7962287264
69331,"NE",0.0037,2.0641911252
69334,"NE",0.2103,2.5469017551
69336,"NE",0.2521,3.5351828193
68623,"NE",0.0288,3.642964716
68638,"NE",0.1763,2.2735438857
68640,"NE",0.1573,2.8576335107
68305,"NE",0.4156,2.9982144461
68320,"NE",0.0385,2.4672036824
68321,"NE",0.0435,4.2843202731
68378,"NE",0.0717,2.8926147118
68414,"NE",0.0251,3.4174874222
68421,"NE",0.1085,3.3253030163
68943,"NE",0.0207,1.812541425
68957,"NE",0.0684,2.3852374329
68961,"NE",0.0764,2.2792054114
68964,"NE",0.0095,2.0118001082
68974,"NE",0.0134,1.5316548479
68978,"NE",0.2324,2.2028690362
68324,"NE",0.0082,3.0453824007
68344,"NE",0.0449,3.1905611975
68346,"NE",0.0515,3.1721247866
68382,"NE",0.0062,2.234375
68410,"NE",0.8728,3.6074132557
68417,"NE",0.0289,3.2690288144
68418,"NE",0.1188,3.0849307345
68446,"NE",0.2779,2.9655556958
68448,"NE",0.0444,2.4522227031
68454,"NE",0.0653,3.2117733783
68323,"NE",0.0225,3.0437475576
68345,"NE",0.0307,3.5696077571
68380,"NE",0.01,2.9109607219
68420,"NE",0.1309,3.1976643326
68441,"NE",0.035,3.4174069445
68447,"NE",0.0477,3.2483903797
69134,"NE",0.0386,1.5902129536
69140,"NE",0.1766,0.9189368356
69150,"NE",0.0559,1.3238197855
69168,"NE",0.0203,0.6392710258
68923,"NE",0.0109,0.6617445055
68927,"NE",0.1233,2.1649684251
68940,"NE",0.0561,0.7459139276
68949,"NE",0.6424,1.3782907838
68958,"NE",0.0671,0.7677194586
68747,"NE",0.017,2.4026584146
68765,"NE",0.1406,1.9809266478
68767,"NE",0.3367,1.8452043243
68769,"NE",0.1471,1.339715158
68601,"NE",2.8192,1.0716675298
68631,"NE",0.0507,2.8299120967
68634,"NE",0.0381,1.115
68642,"NE",0.1787,1.876575444
68644,"NE",0.0836,2.7977080362
68647,"NE",0.0541,2.6600384568
